store_code,store_name,city,state,region_name,open_date,close_date,square_feet
S-745, Store 745 , Hartford ,CT,northeast,2020/01/03,,3000.0
STORE-00746, Store 746 ,Rochester,MN,MIDWEST,2021-02-20,,6000.0
STORE-00747,Store 747, Phoenix ,AZ,West,2018/01/23,,4500.0
S-748,Store 748, Naperville ,il,MIDWEST REGION,06/06/2022,,
store-00749,Store 749,Naperville, IL ,Midwest,05/15/2023,,2200.0
s-750,Store 750,RENO,NV, West ,13-Feb-2023,,6000.0
S00751,Store 751,SALEM,OR,WEST,2016/05/12,,3000.0
STORE-00752,store 752,Paterson,NJ,Northeast,07/23/2022,,4500.0
S00753, Store 753 , Buffalo ,NY,northeast,13-Jun-2018,,1800.0
store-00754,store 754,SAVANNAH,ga,SOUTH,25-Jan-2023,,1800.0
S00755,Store 755,New Haven,ct,Northeast,03/15/2021,,4500.0
S-756,Store 756, San Diego ,CA,WEST,11/02/2022,,1800.0
 STORE-00757 , Store 757 , Cleveland ,OH,Midwest,29-Dec-2023,,1800.0
 S00758 , Store 758 ,New Haven,CT,Northeast,2017-10-14,,2200.0
s-759,Store 759,STAMFORD,CT,Northeast,2021/12/27,,4500.0
STORE-00760,Store 760,Phoenix,AZ,West,02/28/2017,,3000.0
S-761,Store 761,ALLENTOWN,PA,northeast,2023/10/12,,4500.0
STORE-00762,STORE 762,Cincinnati,OH,Midwest,2019/03/27,07/23/2021,6000.0
STORE-00763, Store 763 ,CINCINNATI,OH,MIDWEST,12-Apr-2019,,1800.0
S-764,store 764, Rochester ,mn,Midwest,2019-07-11,,1200.0
S00765,STORE 765,miami,FL,South,09/06/2017,,2200.0
S00766, Store 766 ,San Diego,CA,West,09/09/2021,,6000.0
00767,Store 767,New Haven, CT ,NORTHEAST,03/10/2022,,4500.0
 S00768 , Store 768 , Hartford , CT ,NORTHEAST,30-Jul-2019,,1200.0
S-769,STORE 769,springfield,MA,NORTHEAST,08-Mar-2018,,6000.0
STORE-00770, Store 770 ,Grand Rapids, MI ,Midwest Region,08-Aug-2023,,1800.0
 00771 , Store 771 ,PORTLAND,OR,West,20-Dec-2020,,2200.0
00772,Store 772,Rochester,MN,Midwest,25-Sep-2017,,3000.0
STORE-00773,STORE 773,Orlando,FL,SOUTH,17-Apr-2021,,1200.0
00774,Store 774, San Diego ,CA,West,2019/12/19,,1200.0
00775,store 775,EUGENE, OR ,West,12-Apr-2022,,1200.0
 S-776 , Store 776 ,PHOENIX,az,WEST,21-Feb-2019,,6000.0
00777,store 777,SEATTLE,wa,West,2022/08/12,,1800.0
 00778 ,store 778,pittsburgh,PA,Northeast,2020/12/31,,1200.0
S00779,store 779, Tucson ,az,west region,2021/06/15,,3000.0
s00780,Store 780,Austin, TX ,South,11/05/2016,,6000.0
 S00781 ,Store 781,raleigh,NC,South,2017-09-15,,
00782,STORE 782,Los Angeles,CA,West,2018/07/11,,6000.0
 S00783 ,Store 783,Columbus,OH,Midwest,2018/04/24,,1800.0
00784,STORE 784,DETROIT, MI ,midwest,03-Oct-2020,,6000.0
00785,STORE 785,Milwaukee, WI ,Midwest,2021-01-04,,1800.0
00786,Store 786,RENO,NV,west,2019-07-21,,3000.0
S-787,Store 787,PITTSBURGH,PA,Northeast,23-Jun-2019,,2200.0
 S00788 , Store 788 ,Houston,TX,South Region,2018/10/16,,3000.0
00789,Store 789,Seattle, WA ,west,2021/10/25,,2200.0
S00790, Store 790 ,buffalo,ny,Northeast,04/26/2016,,1200.0
s-791,store 791,Naperville,il,Midwest,2016-09-28,,3000.0
s00792,Store 792,Orlando, FL , South ,05/12/2023,,1200.0
 STORE-00793 ,Store 793,EUGENE,OR,west,2017/03/07,,1800.0
S-794,Store 794,Tampa, FL ,South,05/20/2016,,
s-795,STORE 795,Tucson,az,WEST,2018/02/08,,1800.0
STORE-00796,STORE 796,Reno,nv,west region,2023-06-09,,3000.0
STORE-00797,store 797,Stamford, CT ,northeast,26-Apr-2019,,4500.0
00798,store 798, Chicago ,il,Midwest,12/20/2019,,1200.0
00799,Store 799,Cincinnati,OH,Midwest,02-Nov-2022,,1800.0
STORE-00800,Store 800,Houston, TX , South ,26-Oct-2018,,1800.0
 STORE-00801 ,Store 801,MADISON,WI,Midwest,08/19/2022,,1800.0
S00802,Store 802,AUSTIN,tx,south,25-Apr-2017,,6000.0
s-803, Store 803 ,Dallas,TX,SOUTH,2018-11-12,,6000.0
s-804,Store 804,Tampa,FL,SOUTH,2021/07/18,,2200.0
S-805,store 805,Atlanta,GA,South,22-Feb-2016,,4500.0
S00806, Store 806 ,San Jose,CA,West,17-Mar-2017,,6000.0
S00807,Store 807,Raleigh,NC, South ,06/06/2022,,2200.0
STORE-00808,Store 808,SAN JOSE,CA,West,2021/02/13,,6000.0
S-809,Store 809, Cincinnati ,oh,MIDWEST,02/19/2022,,2200.0
00810,STORE 810,Worcester,ma,northeast,2022/12/21,,1800.0
STORE-00811,store 811,PATERSON,NJ, Northeast ,25-Jun-2019,,1800.0
STORE-00812,Store 812,CHARLOTTE,NC,SOUTH,04/26/2020,,2200.0
 00813 ,STORE 813,Columbus,OH,midwest,07/14/2018,,4500.0
store-00814,STORE 814,Eugene,OR, West ,01/30/2020,,6000.0
 STORE-00815 ,Store 815,BOLINGBROOK,IL,Midwest,12/11/2023,,4500.0
S00816, Store 816 ,Reno,NV,WEST REGION,07/29/2021,,2200.0
s-817,Store 817, Memphis ,TN,SOUTH,2024/02/28,2027/10/04,1800.0
S00818, Store 818 ,Tacoma,WA, West ,2023-08-22,,6000.0
S00819,store 819, Cincinnati , OH ,Midwest,04-Jan-2018,,3000.0
00820,Store 820,detroit, MI ,MIDWEST,2017-01-27,,1200.0
 STORE-00821 , Store 821 ,Hartford, CT ,NORTHEAST,2022/03/31,,1800.0
S00822,Store 822,Tacoma,WA,West,06/13/2018,,3000.0
S00823, Store 823 ,hartford,CT,Northeast,2019/06/30,,6000.0
STORE-00824, Store 824 ,Phoenix,az, West ,2023-07-02,,3000.0
S-825,Store 825,HARTFORD, CT ,NORTHEAST,10-Jun-2023,,3000.0
S-826,Store 826,Boston,MA,northeast,2019-08-09,,1200.0
S00827,STORE 827,ANN ARBOR,mi,Midwest,15-Jul-2016,,4500.0
00828,Store 828, Houston ,TX,South,2017-02-08,,3000.0
STORE-00829,Store 829,Philadelphia,PA, Northeast ,09/11/2018,,4500.0
store-00830, Store 830 ,Henderson,NV, West ,08-Jan-2023,,1200.0
 00831 , Store 831 , San Jose ,CA,west region,01/13/2021,,2200.0
 STORE-00832 , Store 832 ,Eugene,OR,West,19-Mar-2019,,4500.0
 S-833 ,Store 833,Phoenix,AZ,west,04/01/2017,,1200.0
S00834,STORE 834,Cincinnati,OH,MIDWEST,2019-07-26,,1800.0
 S-835 ,store 835,Newark,NJ, Northeast ,2023/01/13,,6000.0
STORE-00836, Store 836 , Stamford ,CT,Northeast,26-Nov-2017,,1200.0
S-837,Store 837,stamford,CT,Northeast,2016/10/29,29-Sep-2019,3000.0
STORE-00838, Store 838 ,Green Bay,WI,MIDWEST,2020-01-15,,2200.0
 S-839 ,Store 839,MESA,az,west,26-Jan-2022,,3000.0
00840,Store 840,Augusta,GA,South,2020/06/21,,4500.0
00841,store 841,eugene,OR,West,11-Jun-2019,,1800.0
 S-842 ,STORE 842,Green Bay, WI ,Midwest,11/03/2020,,4500.0
00843,store 843,Cleveland,OH,Midwest,2019-07-20,,1200.0
STORE-00844, Store 844 ,BUFFALO,NY,Northeast,03-Jan-2017,,6000.0
 00845 , Store 845 ,Austin,tx,South,2017/10/16,,1800.0
s-846,store 846,Milwaukee,WI,MIDWEST,10-Jun-2016,,1800.0
STORE-00847,Store 847, Springfield , MA ,NORTHEAST,05/10/2022,,6000.0
 S-848 ,Store 848,augusta, GA , South ,2016/12/06,,1200.0
store-00849,store 849, Bolingbrook ,IL,midwest,2018-09-05,,1200.0
S-850, Store 850 ,Hartford,CT,Northeast,24-May-2019,,2200.0
 STORE-00851 ,store 851,Augusta,GA,South,2018-03-01,,1800.0
00852,STORE 852, Newark , NJ ,Northeast,2017/12/26,,4500.0
S00853, Store 853 ,Eugene, OR ,West,2017-03-09,,6000.0
00854, Store 854 ,Buffalo,NY,NORTHEAST,2019-08-05,,
00855,Store 855, Cleveland , OH ,Midwest,08/12/2017,,4500.0
STORE-00856,Store 856,henderson,NV,WEST,03/15/2019,,1200.0
 S-857 ,Store 857, New Haven ,CT,NORTHEAST,2016-11-23,,6000.0
STORE-00858,STORE 858,Eugene, OR , West ,2021/05/21,,3000.0
s-859, Store 859 , Tucson ,AZ,West,26-Jan-2021,,3000.0
S00860, Store 860 ,CINCINNATI, OH ,MIDWEST,2018/01/23,,3000.0
S00861, Store 861 ,Tucson,AZ, West ,16-Oct-2017,,3000.0
S-862,Store 862,orlando,FL,South,01/26/2023,,3000.0
STORE-00863,Store 863,Salem,OR,west,2018/10/05,,4500.0
00864,Store 864,Cleveland,OH,Midwest,2023/02/04,,1200.0
S-865,Store 865,St. Paul,MN,Midwest,2016/11/29,,2200.0
STORE-00866,Store 866,Boston,MA,northeast,2018/07/03,,4500.0
S00867, Store 867 ,Rochester,MN,midwest,2017-05-08,,1800.0
S00868,Store 868,Rochester,ny, Northeast ,22-Mar-2023,,1200.0
 STORE-00869 , Store 869 ,Portland, OR ,West,2023/12/02,,6000.0
STORE-00870,Store 870,Springfield,MA, Northeast ,2019-08-19,,6000.0
00871,STORE 871,New York,NY,northeast,2017-09-12,,4500.0
S00872,store 872, Mesa ,AZ,WEST,2017-09-26,,6000.0
00873,STORE 873,New York,NY,Northeast Region,10-Aug-2018,,6000.0
 S-874 ,Store 874,New York,NY, Northeast ,08/12/2022,02/23/2024,
00875,Store 875,AUGUSTA, GA ,SOUTH,2020/03/13,,3000.0
S00876,Store 876,SEATTLE,WA,West,04/06/2017,,2200.0
S00877,STORE 877, Paterson ,NJ,Northeast,2018/10/30,,3000.0
 00878 , Store 878 , Madison , WI , Midwest Region ,2022/04/16,,2200.0
00879,Store 879,CHICAGO,IL,MIDWEST,2020-02-16,,2200.0
S00880,Store 880, Seattle , WA ,west,2023/02/20,,6000.0
 S-881 ,store 881,Newark,nj,Northeast,2016-09-23,,2200.0
00882,store 882, Spokane ,WA,West,09-Apr-2016,,6000.0
store-00883,store 883, Naperville ,IL,Midwest,01/31/2020,,6000.0
STORE-00884, Store 884 ,St. Paul,MN,midwest,04-Mar-2020,,2200.0
00885,STORE 885,Augusta,GA,SOUTH,03/26/2021,,4500.0
s00886,Store 886,MILWAUKEE,WI,Midwest,2020/09/12,,2200.0
S-887,STORE 887,memphis,TN,South,12-Nov-2021,,6000.0
S00888,STORE 888,Bolingbrook,IL,Midwest,03/17/2017,,1200.0
S-889,store 889,CINCINNATI,oh,MIDWEST,19-Oct-2016,,2200.0
s00890,STORE 890,HENDERSON,nv,West,2016-06-20,,4500.0
s00891,store 891, Charlotte ,NC,South,05-Apr-2020,29-Mar-2023,6000.0
S-892,store 892, San Diego , CA ,West,22-Jun-2019,,1800.0
S00893,store 893,Henderson,NV,WEST,2024/02/14,,6000.0
S-894,Store 894,Jersey City,NJ, Northeast Region ,2021/06/14,,4500.0
 00895 ,Store 895,Green Bay, WI ,Midwest,20-Apr-2017,,4500.0
store-00896,Store 896, Nashville , TN ,South,10-Sep-2020,,1800.0
00897,store 897,Chicago,IL, Midwest ,10/25/2017,,1200.0
 S-898 , Store 898 ,Columbus, OH ,Midwest,2019-05-15,,1800.0
s-899, Store 899 ,MILWAUKEE,WI,Midwest,02/11/2018,,4500.0
00900,store 900,Springfield,MA,northeast,24-Oct-2016,,2200.0
s-901,Store 901,PATERSON,NJ,Northeast,23-Feb-2024,,6000.0
 S-902 , Store 902 ,Charlotte, NC ,SOUTH,07-Nov-2020,,6000.0
STORE-00903,store 903,augusta,GA,South,10/15/2022,,1200.0
STORE-00904,Store 904,Knoxville,TN,South,2022/11/29,,4500.0
STORE-00905,store 905,Orlando,FL, South ,2021/10/21,,6000.0
S00906,Store 906,Orlando,FL,South,07/10/2022,,3000.0
s-907, Store 907 ,Mesa,AZ,West,13-Jan-2019,,1800.0
store-00908,store 908,RALEIGH,NC,south,2022-03-05,,3000.0
 S00909 , Store 909 , Columbus ,oh, Midwest ,20-Jan-2020,,6000.0
store-00910,STORE 910,Buffalo,NY,Northeast,01/01/2023,,4500.0
S00911, Store 911 ,Cleveland,OH,midwest,2018-04-12,,3000.0
 STORE-00912 ,STORE 912,LAS VEGAS,NV,WEST,12/11/2017,,1200.0
 S-913 ,Store 913,PHOENIX,AZ,West,2020/04/23,,3000.0
S00914,Store 914,MESA,AZ,WEST,21-Apr-2018,,6000.0
00915, Store 915 ,Green Bay, WI ,MIDWEST,2021-04-07,,6000.0
STORE-00916,Store 916,san diego, CA ,West,11/10/2018,,3000.0
S00917,store 917,BOLINGBROOK, IL ,midwest,10/12/2017,,2200.0
00918,store 918,newark, NJ ,Northeast Region,2022-12-18,,1200.0
STORE-00919, Store 919 ,Minneapolis,MN,Midwest Region,2021/03/09,,1200.0
00920,STORE 920,Boston,MA,northeast,15-Nov-2017,,1200.0
 00921 ,store 921,Minneapolis,MN,midwest,01-Oct-2016,,3000.0
S-922,store 922,knoxville,tn,South,01/21/2024,,2200.0
 STORE-00923 ,store 923,New Haven,CT,Northeast,16-Apr-2020,,6000.0
S-924,STORE 924,Charlotte,NC, South ,2017-08-05,02/11/2019,1800.0
S-925,Store 925, Pittsburgh ,PA,Northeast,2016-08-05,,3000.0
 S00926 ,Store 926,ORLANDO, FL ,south,2021-09-06,,2200.0
S00927,Store 927,Eugene,OR,west,2019-08-30,,1800.0
 STORE-00928 ,Store 928, Eugene ,OR,WEST,2024-01-04,,1800.0
STORE-00929,STORE 929,Milwaukee, WI ,Midwest Region,2020-10-14,,1800.0
STORE-00930,Store 930,Los Angeles,CA,West,2023/07/04,,2200.0
s-931,STORE 931,nashville,tn,south,2018/07/15,,2200.0
00932, Store 932 , Minneapolis ,mn,Midwest,15-Jun-2018,,2200.0
STORE-00933, Store 933 ,st. paul,mn,Midwest,2023/06/08,,1200.0
S-934,STORE 934,Tucson, AZ ,WEST,07-Aug-2022,,1200.0
S00935,Store 935,Paterson, NJ ,northeast region,2020-10-21,,2200.0
STORE-00936, Store 936 ,Nashville,TN,South,06/14/2016,,3000.0
S00937,STORE 937, San Diego ,CA,West,2022-08-27,,1800.0
S-938,STORE 938,worcester,MA,northeast,06/16/2023,,2200.0
 S00939 ,Store 939, Cleveland , OH , Midwest ,2017-09-01,,2200.0
STORE-00940,STORE 940,madison, WI , Midwest ,2020-08-05,,2200.0
store-00941,Store 941,Mesa,AZ,West,06/16/2020,,1800.0
00942,Store 942,San Diego,CA,west,2019-10-02,,6000.0
00943,STORE 943,Atlanta,GA,south,03/04/2017,,6000.0
 S-944 ,STORE 944,henderson,NV,west,03-Apr-2019,,4500.0
S00945,Store 945,Nashville,TN,SOUTH REGION,01/14/2021,,3000.0
store-00946,Store 946,Boston, MA ,Northeast,2016/11/07,,6000.0
S00947,Store 947,ROCHESTER,MN,Midwest,2022-03-12,,1200.0
 STORE-00948 ,STORE 948,MILWAUKEE, WI ,Midwest,2017/02/11,,2200.0
S00949, Store 949 ,New York,NY, Northeast ,12-May-2017,,4500.0
STORE-00950,STORE 950, Las Vegas , NV ,west,2021/05/25,,4500.0
00951,Store 951,New York, NY ,Northeast,20-Aug-2017,,4500.0
S-952,Store 952, Seattle ,WA,West,17-Feb-2018,,3000.0
S00953, Store 953 ,Miami,FL,South,2016-05-29,,3000.0
00954,Store 954,Stamford,CT,Northeast,2022/04/18,,4500.0
00955,Store 955,Houston,TX,South,2016/08/12,,2200.0
S00956,Store 956,Los Angeles,CA, West ,2019/03/13,,2200.0
 00957 ,STORE 957,Minneapolis,MN, Midwest ,2022/07/12,,6000.0
STORE-00958, Store 958 , San Diego ,CA, West ,17-Sep-2020,,2200.0
 00959 , Store 959 ,Philadelphia,PA,Northeast,2022-08-17,,6000.0
STORE-00960,Store 960,Minneapolis,mn,midwest,28-Jul-2020,10/02/2023,4500.0
STORE-00961,Store 961,Green Bay,WI,Midwest,2020-08-12,,3000.0
S00962,STORE 962,Tampa,FL, South ,2018-01-25,,1800.0
S00963, Store 963 , Austin ,TX,South,2016-01-12,,2200.0
00964, Store 964 ,HENDERSON, NV ,West,01/31/2019,,2200.0
S00965,store 965,DALLAS, TX ,SOUTH,03/13/2021,,1200.0
00966,Store 966,NEW HAVEN,ct, Northeast ,11/25/2019,,
 00967 ,Store 967,madison,WI,Midwest,2018/06/15,,1200.0
00968,Store 968, Jersey City ,NJ,Northeast,29-Oct-2018,,1200.0
S-969,Store 969,Bolingbrook,IL,Midwest,2019/06/08,,3000.0
00970,store 970,detroit,MI, Midwest ,10/08/2019,,1200.0
S-971,STORE 971,HENDERSON,NV, West Region ,24-Oct-2016,,2200.0
 S00972 ,STORE 972,Seattle,WA,WEST,27-Oct-2019,,4500.0
 S00973 ,Store 973,Boston,MA,NORTHEAST,2020/08/13,,4500.0
 00974 , Store 974 ,Rochester,NY,NORTHEAST,05/30/2022,2024/03/13,3000.0
STORE-00975,Store 975,TACOMA,WA, West ,07/04/2017,24-Nov-2018,
 S-976 ,Store 976,AUSTIN, TX ,SOUTH,12/18/2017,,4500.0
00977,store 977,Charlotte,NC,SOUTH,08/31/2022,,1200.0
S00978, Store 978 , Durham ,NC,South,19-Mar-2021,,6000.0
00979,STORE 979, Bolingbrook ,IL, Midwest ,2018-01-06,,4500.0
s00980,Store 980,AUGUSTA,GA,South,07/11/2017,,1200.0
 STORE-00981 ,Store 981,Pittsburgh,PA,Northeast,2017-11-05,,1800.0
s00982,Store 982,Rochester, NY ,Northeast,2018-02-18,,2200.0
 STORE-00983 ,store 983, Stamford ,CT,NORTHEAST,2019-04-02,,2200.0
s-984, Store 984 , Pittsburgh ,PA,NORTHEAST,2021/04/04,,6000.0
 S-985 ,STORE 985,MADISON,WI,MIDWEST,04/25/2022,,3000.0
S-986,Store 986,boston,MA,Northeast,07/23/2020,,1200.0
S00987,Store 987,Buffalo,NY,Northeast,11/01/2018,,3000.0
00988, Store 988 ,MINNEAPOLIS, MN ,Midwest Region,2020/03/28,,4500.0
00989,Store 989,raleigh,NC,South,2017-10-11,17-May-2020,1200.0
STORE-00990,Store 990, Charlotte ,nc,South,2019/12/23,,1800.0
STORE-00991,store 991,Buffalo,ny, Northeast ,03/25/2020,,2200.0
S-992,Store 992,Grand Rapids,MI,Midwest,2024/02/19,,1800.0
S00993,STORE 993, Tampa , FL ,South,21-Nov-2018,,1200.0
00994, Store 994 ,Cincinnati,OH,midwest region,2017-01-09,,1200.0
S-995,Store 995,salem, OR ,WEST,2017-01-25,,1200.0
S00996,STORE 996,charlotte,NC,SOUTH,2022-03-01,,3000.0
00997, Store 997 ,Madison,WI,Midwest,2022/11/02,,2200.0
00998,store 998, Reno ,NV,West,11/05/2019,,3000.0
S00999,Store 999,CHARLOTTE,nc,South,2017/01/12,,2200.0
 S01000 , Store 1000 ,Tucson, AZ , West Region ,2016-07-08,,1800.0
 S-1001 ,Store 1001,LAS VEGAS,NV,WEST,2016/04/21,,3000.0
s-1002,Store 1002,Green Bay,WI,Midwest,2017/03/21,,1200.0
01003,STORE 1003,Nashville,TN,south,01-Dec-2021,,1800.0
S01004, Store 1004 ,NEW YORK,NY,Northeast,2023/06/25,,1200.0
S-1005,Store 1005,EUGENE,OR,West,09-Nov-2017,,4500.0
 01006 ,Store 1006,MEMPHIS,TN,South,02/21/2023,,1800.0
s01007,Store 1007,Detroit,mi, Midwest ,26-Oct-2020,,1200.0
01008,STORE 1008,Cleveland,OH,MIDWEST,04/19/2022,,4500.0
S01009,Store 1009,Dallas,tx,South Region,07/27/2020,,2200.0
S-1010,STORE 1010,Green Bay,WI,Midwest,25-Dec-2018,,6000.0
S01011, Store 1011 ,ST. PAUL,mn,Midwest,2022/05/29,,2200.0
 S01012 ,Store 1012,new york,NY, Northeast ,2021-05-13,,3000.0
STORE-01013,Store 1013, Rochester ,NY, Northeast ,2018/03/02,,6000.0
01014,Store 1014,Dallas,TX,SOUTH REGION,2020/07/28,,3000.0
S-1015,Store 1015,Charlotte,nc, South ,2016-08-26,,1200.0
S01016,STORE 1016,TUCSON,az, West ,07/14/2016,,3000.0
01017,Store 1017, Grand Rapids ,mi, Midwest Region ,01/07/2024,,1200.0
01018,Store 1018,BOSTON,ma,Northeast,15-Jun-2018,,1800.0
01019,STORE 1019, Savannah ,GA,South,2022-08-24,,2200.0
S01020,store 1020,Milwaukee,WI,midwest,08/25/2023,,
 01021 , Store 1021 ,naperville,IL,midwest,09-Aug-2022,,6000.0
S01022, Store 1022 ,Milwaukee,WI,MIDWEST REGION,18-Jan-2022,,1200.0
s01023,Store 1023,MESA,az, West ,2017-05-02,,1200.0
STORE-01024, Store 1024 ,Bolingbrook,IL, Midwest ,2017/12/01,,3000.0
 01025 ,Store 1025,DURHAM,NC,South,2017-09-07,,4500.0
STORE-01026,Store 1026,Orlando, FL ,South,2022-12-28,,6000.0
STORE-01027,STORE 1027,Henderson,NV,West,2023-10-03,,2200.0
STORE-01028,STORE 1028,san jose,ca,west,05/06/2023,,4500.0
s-1029,store 1029,SAN JOSE, CA ,West,17-Sep-2016,,1800.0
S01030,store 1030,Ann Arbor, MI ,Midwest,06/20/2022,,6000.0
STORE-01031,Store 1031, Pittsburgh , PA ,northeast,2020/04/09,,2200.0
STORE-01032,Store 1032, Mesa ,AZ,West,2020/06/02,,1800.0
01033,Store 1033,Rochester, MN ,Midwest,26-Feb-2017,,2200.0
01034,Store 1034,Green Bay, WI ,Midwest,2018-06-26,,3000.0
 STORE-01035 ,STORE 1035,springfield,MA,NORTHEAST,12/12/2018,,4500.0
 S01036 ,Store 1036,BUFFALO,NY, Northeast ,2022/09/19,,2200.0
 01037 ,Store 1037,CHARLOTTE,NC,south,2019-08-31,,3000.0
01038,Store 1038, Houston ,TX, South ,2022/12/17,,3000.0
01039, Store 1039 ,STAMFORD,CT,Northeast,2021/04/20,,1800.0
S-1040,store 1040,phoenix,AZ,west,2019/08/21,,6000.0
S-1041,Store 1041,KNOXVILLE,TN, South ,10/22/2019,,4500.0
S01042, Store 1042 ,Worcester,MA,Northeast,04/14/2016,,1800.0
STORE-01043, Store 1043 ,PITTSBURGH,PA, Northeast ,2016-10-10,,2200.0
 S-1044 ,Store 1044,Mesa,AZ,West,14-Dec-2022,,2200.0
01045,STORE 1045,Chicago, IL ,Midwest,2020-02-09,,1800.0
S01046,Store 1046, Cincinnati ,OH,midwest,09-Aug-2017,,1800.0
s-1047,Store 1047,Portland, OR ,WEST,21-Dec-2021,,6000.0
S01048,Store 1048,charlotte,NC,south,04/01/2020,,3000.0
s01049,STORE 1049,milwaukee,WI,Midwest,03/28/2023,,1200.0
01050,Store 1050,Cincinnati,OH,Midwest,2022-05-10,,1800.0
01051,Store 1051,columbus,OH,MIDWEST,2019-08-24,,6000.0
S01052,STORE 1052,SEATTLE,WA,West,2020-05-29,,3000.0
 S01053 ,STORE 1053,Los Angeles,CA,West,2022-05-27,,6000.0
 01054 , Store 1054 ,Tampa,FL,SOUTH,2022-04-05,,1800.0
s-1055,store 1055,Allentown,PA,Northeast,2021/06/25,,2200.0
01056,Store 1056,Los Angeles,CA, West ,2018-04-07,2020/03/15,1800.0
STORE-01057, Store 1057 , New York ,NY,northeast,2023-03-18,,1800.0
 S-1058 ,Store 1058, Phoenix , AZ , West ,05/11/2018,,6000.0
S01059,Store 1059, Tucson , AZ , West ,05/28/2023,,4500.0
S-1060, Store 1060 ,Tacoma,WA,West Region,05-Nov-2019,,1800.0
 S01061 ,Store 1061, Green Bay , WI ,Midwest Region,17-Jun-2023,,1800.0
01062,STORE 1062, Stamford ,CT,Northeast,2019/08/30,,1200.0
 STORE-01063 ,Store 1063,paterson, NJ ,Northeast,2023-06-24,,1800.0
STORE-01064, Store 1064 ,Memphis,TN,South Region,01/19/2022,,3000.0
01065,STORE 1065, San Diego ,CA,West,2022-11-20,,4500.0
S01066,STORE 1066,Columbus,OH,Midwest,02/26/2019,,2200.0
S-1067,Store 1067,New York,ny,Northeast,2022-11-28,,4500.0
01068,Store 1068, Savannah ,GA, South ,2020-10-07,,1200.0
S-1069, Store 1069 ,NEW YORK,NY, Northeast ,2016-04-19,,4500.0
S01070,Store 1070,charlotte, NC ,south region,08/29/2017,,6000.0
store-01071, Store 1071 ,buffalo, NY , Northeast ,19-Jan-2020,,4500.0
store-01072,STORE 1072,Raleigh,NC,South,11/21/2023,,1800.0
 01073 ,Store 1073,salem,OR,west,2020-05-31,,2200.0
S01074,Store 1074, San Diego ,CA, West ,2019/09/15,,6000.0
STORE-01075,STORE 1075,Rochester,MN, Midwest ,2016/10/05,,4500.0
S-1076,Store 1076, Memphis ,TN,South,05-Jun-2020,,6000.0
STORE-01077,store 1077,Phoenix,AZ,West,31-Aug-2017,,6000.0
S-1078, Store 1078 ,Knoxville,TN,South,04/11/2017,,3000.0
S01079,Store 1079,Las Vegas,NV,WEST,2017-03-08,,6000.0
S01080,store 1080,Seattle,WA,west,2016-12-08,,3000.0
S-1081,Store 1081,nashville,TN,South,2017/10/20,,1200.0
S-1082,Store 1082,Buffalo, NY ,Northeast,2022/01/21,,1200.0
STORE-01083,Store 1083,paterson,NJ,Northeast,08-Aug-2021,,6000.0
01084,STORE 1084,San Diego,CA,WEST,2016-06-25,,4500.0
01085,STORE 1085, Madison ,WI,Midwest,24-Jul-2023,,6000.0
01086,Store 1086,eugene,OR, West ,21-Mar-2020,,4500.0
01087,store 1087,seattle, WA ,West,12/27/2019,,3000.0
STORE-01088, Store 1088 ,Minneapolis,mn, Midwest ,2020-11-20,,1200.0
01089,Store 1089,Newark,NJ,Northeast,30-Jul-2022,,1800.0
S01090,STORE 1090,san diego,ca,West,02/03/2018,,2200.0
S-1091, Store 1091 , Spokane ,WA,West Region,25-May-2017,,3000.0
s01092,Store 1092,San Jose,CA,West,2017-06-03,,3000.0
S-1093,Store 1093,jersey city,NJ,Northeast,12/24/2022,,4500.0
S01094,Store 1094,Eugene,OR, West Region ,04/10/2020,,6000.0
S01095, Store 1095 , Portland ,OR,West Region,25-Oct-2023,,2200.0
STORE-01096,STORE 1096, Bolingbrook , IL ,Midwest,06/30/2022,,4500.0
STORE-01097,Store 1097,Pittsburgh,pa, Northeast ,16-Mar-2020,,1200.0
S-1098,Store 1098,Savannah,GA,SOUTH,01/31/2020,,4500.0
STORE-01099,store 1099,BOSTON, MA ,Northeast,2018/09/20,,1200.0
 S01100 ,Store 1100,knoxville,TN, South ,11/22/2019,,3000.0
STORE-01101,STORE 1101, Tucson , AZ , West ,2020/07/01,,4500.0
 S01102 ,Store 1102,knoxville, TN ,South,04-Mar-2023,,4500.0
store-01103,Store 1103, Paterson ,NJ,Northeast,05-Sep-2022,,1800.0
 01104 ,store 1104,LOS ANGELES,CA,WEST,2024/03/10,,6000.0
01105,STORE 1105,springfield,MA,Northeast,12/06/2019,,2200.0
STORE-01106,STORE 1106,Houston,TX, South ,2023-07-31,,1800.0
S-1107,Store 1107,Eugene, OR ,West,11/23/2022,,2200.0
S-1108,Store 1108,Milwaukee,WI,midwest region,2016-05-05,,3000.0
S01109,Store 1109,Pittsburgh,PA,Northeast,2024/01/06,,1800.0
s01110,Store 1110,DETROIT,mi,Midwest,26-May-2016,,1800.0
01111,Store 1111,Savannah,ga,south,2018-12-08,,6000.0
S-1112,store 1112,TAMPA,fl,South,06-Sep-2022,,4500.0
store-01113,Store 1113,Minneapolis, MN ,Midwest,2019/06/07,,1200.0
01114,Store 1114,Portland, OR ,West,2019-01-01,,1200.0
01115,store 1115,san diego, CA ,West,10/05/2017,,1200.0
